State,District,Market,Commodity,Variety,Arrival_Qty,Min_Price,Max_Price,Modal_Price,Date
Tamil Nadu,Coimbatore,Coimbatore,Onion,Local,920,1385,1662,1568,02-09-2025
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,568,1807,2148,1951,02-09-2025
West Bengal,Kolkata,Kolkata,Potato,Local,997,913,1157,1036,02-09-2025
West Bengal,Burdwan,Burdwan,Rice,Local,902,1990,2234,2119,02-09-2025
Bihar,Gaya,Gaya,Rice,Local,1327,1883,2293,2065,02-09-2025
Bihar,Patna,Patna,Wheat,Local,482,1933,2299,2047,02-09-2025
Maharashtra,Nashik,Lasalgaon,Turmeric,Local,77,8412,10363,9546,09-09-2025
Maharashtra,Solapur,Solapur,Cotton,Local,1397,6249,7442,6850,09-09-2025
Maharashtra,Nagpur,Nagpur,Onion,Local,1313,1557,1883,1703,09-09-2025
Uttar Pradesh,Lucknow,Lucknow,Sugarcane,Local,82,2611,3142,2964,09-09-2025
Uttar Pradesh,Lucknow,Lucknow,Potato,Local,1380,943,1168,1054,09-09-2025
Uttar Pradesh,Agra,Agra,Wheat,Local,440,1946,2361,2106,09-09-2025
Punjab,Bathinda,Bathinda,Maize,Local,362,1883,2275,2136,09-09-2025
Punjab,Ludhiana,Ludhiana,Rice,Local,1248,2125,2625,2328,09-09-2025
Punjab,Patiala,Patiala,Wheat,Local,154,2038,2493,2216,09-09-2025
Haryana,Rohtak,Rohtak,Wheat,Local,1270,2193,2606,2334,09-09-2025
Haryana,Rohtak,Rohtak,Rice,Local,1045,2010,2443,2233,09-09-2025
Haryana,Karnal,Karnal,Cotton,Local,1049,6351,7646,6882,09-09-2025
Madhya Pradesh,Ujjain,Ujjain,Chickpea,Local,1377,4741,5548,5255,09-09-2025
Madhya Pradesh,Gwalior,Gwalior,Wheat,Local,1373,1958,2439,2205,09-09-2025
Madhya Pradesh,Ujjain,Ujjain,Soybean,Local,443,4006,4684,4400,09-09-2025
Gujarat,Surat,Surat,Cotton,Local,1283,6174,7451,6703,09-09-2025
Gujarat,Rajkot,Rajkot,Maize,Local,849,1872,2266,2105,09-09-2025
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,1017,5841,7032,6300,09-09-2025
Rajasthan,Jodhpur,Jodhpur,Wheat,Local,1290,1947,2339,2190,09-09-2025
Rajasthan,Jaipur,Jaipur,Chickpea,Local,671,4701,5892,5171,09-09-2025
Rajasthan,Jodhpur,Jodhpur,Bajra,Local,584,2051,2442,2322,09-09-2025
Andhra Pradesh,Guntur,Guntur,Turmeric,Local,180,9102,10167,9656,09-09-2025
Andhra Pradesh,Guntur,Guntur,Rice,Local,508,1981,2277,2146,09-09-2025
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,145,1824,2183,2018,09-09-2025
Karnataka,Bangalore,Bangalore,Chickpea,Local,986,5234,6034,5539,09-09-2025
Karnataka,Hubli,Hubli,Tomato,Local,258,2048,2421,2191,09-09-2025
Karnataka,Mysore,Mysore,Rice,Local,470,1863,2324,2100,09-09-2025
Tamil Nadu,Madurai,Madurai,Rice,Local,365,1975,2436,2159,09-09-2025
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,463,1870,2117,1995,09-09-2025
Tamil Nadu,Coimbatore,Coimbatore,Onion,Local,1020,1573,1769,1684,09-09-2025
West Bengal,Burdwan,Burdwan,Potato,Local,788,888,1096,980,09-09-2025
West Bengal,Kolkata,Kolkata,Rice,Local,913,1869,2346,2099,09-09-2025
Bihar,Gaya,Gaya,Wheat,Local,1107,1871,2247,2059,09-09-2025
Bihar,Patna,Patna,Rice,Local,1109,1934,2376,2123,09-09-2025
Maharashtra,Solapur,Solapur,Chickpea,Local,125,5096,6033,5716,16-09-2025
Maharashtra,Solapur,Solapur,Turmeric,Local,1343,8836,10931,9922,16-09-2025
Maharashtra,Aurangabad,Aurangabad,Jowar,Local,908,3115,3764,3309,16-09-2025
Uttar Pradesh,Meerut,Meerut,Onion,Local,622,1546,1721,1638,16-09-2025
Uttar Pradesh,Lucknow,Lucknow,Potato,Local,1368,920,1122,1033,16-09-2025
Uttar Pradesh,Kanpur,Kanpur,Sugarcane,Local,955,2910,3483,3150,16-09-2025
Punjab,Patiala,Patiala,Cotton,Local,308,6120,7237,6669,16-09-2025
Punjab,Ludhiana,Ludhiana,Wheat,Local,747,2031,2391,2218,16-09-2025
Punjab,Ludhiana,Ludhiana,Rice,Local,579,2034,2372,2159,16-09-2025
Haryana,Hisar,Hisar,Maize,Local,813,1955,2324,2202,16-09-2025
Haryana,Karnal,Karnal,Rice,Local,1383,2032,2368,2246,16-09-2025
Haryana,Karnal,Karnal,Cotton,Local,744,6260,7147,6804,16-09-2025
Madhya Pradesh,Bhopal,Bhopal,Chickpea,Local,1223,4822,5845,5203,16-09-2025
Madhya Pradesh,Bhopal,Bhopal,Wheat,Local,721,1994,2333,2176,16-09-2025
Madhya Pradesh,Ujjain,Ujjain,Soybean,Local,921,4103,4799,4532,16-09-2025
Gujarat,Rajkot,Rajkot,Groundnut,Local,209,5424,6523,6100,16-09-2025
Gujarat,Rajkot,Rajkot,Maize,Local,858,1914,2319,2108,16-09-2025
Gujarat,Rajkot,Rajkot,Cotton,Local,1461,6236,7687,6745,16-09-2025
Rajasthan,Kota,Kota,Chickpea,Local,1492,4884,5831,5344,16-09-2025
Rajasthan,Jaipur,Jaipur,Bajra,Local,1019,2173,2615,2446,16-09-2025
Rajasthan,Kota,Kota,Soybean,Local,293,4306,4930,4551,16-09-2025
Andhra Pradesh,Guntur,Guntur,Maize,Local,291,1834,2235,2037,16-09-2025
Andhra Pradesh,Kurnool,Kurnool,Rice,Local,107,1926,2287,2125,16-09-2025
Andhra Pradesh,Guntur,Guntur,Turmeric,Local,674,8420,9637,9140,16-09-2025
Karnataka,Mysore,Mysore,Maize,Local,141,1833,2108,1996,16-09-2025
Karnataka,Mysore,Mysore,Tomato,Local,741,1901,2299,2108,16-09-2025
Karnataka,Hubli,Hubli,Rice,Local,333,2024,2402,2175,16-09-2025
Tamil Nadu,Madurai,Madurai,Onion,Local,232,1465,1835,1645,16-09-2025
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,859,1856,2188,2043,16-09-2025
Tamil Nadu,Madurai,Madurai,Rice,Local,618,2010,2398,2122,16-09-2025
West Bengal,Hooghly,Hooghly,Rice,Local,1498,1938,2362,2106,16-09-2025
West Bengal,Burdwan,Burdwan,Potato,Local,444,906,1121,1019,16-09-2025
Bihar,Patna,Patna,Wheat,Local,1398,1936,2224,2115,16-09-2025
Bihar,Gaya,Gaya,Rice,Local,1495,1912,2272,2126,16-09-2025
Maharashtra,Aurangabad,Aurangabad,Potato,Local,746,992,1230,1085,23-09-2025
Maharashtra,Nagpur,Nagpur,Chickpea,Local,832,4728,5886,5363,23-09-2025
Maharashtra,Nashik,Lasalgaon,Jowar,Local,634,2965,3435,3126,23-09-2025
Uttar Pradesh,Meerut,Meerut,Rice,Local,170,1927,2262,2036,23-09-2025
Uttar Pradesh,Varanasi,Varanasi,Potato,Local,660,948,1183,1062,23-09-2025
Uttar Pradesh,Varanasi,Varanasi,Wheat,Local,578,1824,2316,2049,23-09-2025
Punjab,Bathinda,Bathinda,Wheat,Local,1091,2049,2381,2223,23-09-2025
Punjab,Bathinda,Bathinda,Cotton,Local,1182,6423,7708,7146,23-09-2025
Punjab,Patiala,Patiala,Maize,Local,88,1822,2287,2066,23-09-2025
Haryana,Rohtak,Rohtak,Wheat,Local,1352,2010,2340,2213,23-09-2025
Haryana,Karnal,Karnal,Rice,Local,394,2057,2351,2170,23-09-2025
Haryana,Karnal,Karnal,Maize,Local,975,1934,2407,2126,23-09-2025
Madhya Pradesh,Gwalior,Gwalior,Wheat,Local,1037,1931,2285,2165,23-09-2025
Madhya Pradesh,Bhopal,Bhopal,Soybean,Local,769,4179,4827,4452,23-09-2025
Madhya Pradesh,Indore,Indore,Chickpea,Local,1143,4875,5612,5324,23-09-2025
Gujarat,Rajkot,Rajkot,Cotton,Local,622,6385,7590,6806,23-09-2025
Gujarat,Rajkot,Rajkot,Groundnut,Local,1446,5487,6727,5995,23-09-2025
Gujarat,Ahmedabad,Ahmedabad,Maize,Local,609,1993,2340,2101,23-09-2025
Rajasthan,Jaipur,Jaipur,Soybean,Local,1466,4102,4678,4449,23-09-2025
Rajasthan,Kota,Kota,Wheat,Local,69,1924,2389,2186,23-09-2025
Rajasthan,Jodhpur,Jodhpur,Bajra,Local,1051,2127,2576,2315,23-09-2025
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,961,8895,10603,9438,23-09-2025
Andhra Pradesh,Guntur,Guntur,Rice,Local,1281,1984,2269,2093,23-09-2025
Andhra Pradesh,Kurnool,Kurnool,Maize,Local,67,1914,2290,2039,23-09-2025
Karnataka,Hubli,Hubli,Rice,Local,625,1943,2282,2170,23-09-2025
Karnataka,Hubli,Hubli,Maize,Local,1306,1945,2274,2149,23-09-2025
Karnataka,Mysore,Mysore,Tomato,Local,1061,1933,2226,2078,23-09-2025
Tamil Nadu,Madurai,Madurai,Rice,Local,451,2029,2333,2183,23-09-2025
Tamil Nadu,Chennai,Chennai,Maize,Local,1061,1882,2202,2000,23-09-2025
Tamil Nadu,Madurai,Madurai,Onion,Local,1447,1510,1794,1630,23-09-2025
West Bengal,Kolkata,Kolkata,Rice,Local,1217,1945,2214,2086,23-09-2025
West Bengal,Kolkata,Kolkata,Potato,Local,1438,973,1123,1045,23-09-2025
Bihar,Patna,Patna,Rice,Local,1381,1792,2187,1969,23-09-2025
Bihar,Gaya,Gaya,Wheat,Local,883,1924,2401,2132,23-09-2025
Maharashtra,Pune,Pune,Potato,Local,509,994,1203,1065,30-09-2025
Maharashtra,Aurangabad,Aurangabad,Tomato,Local,60,1904,2283,2094,30-09-2025
Maharashtra,Solapur,Solapur,Turmeric,Local,101,8293,10313,9363,30-09-2025
Uttar Pradesh,Agra,Agra,Rice,Local,178,1933,2335,2163,30-09-2025
Uttar Pradesh,Kanpur,Kanpur,Sugarcane,Local,1332,2676,3093,2940,30-09-2025
Uttar Pradesh,Agra,Agra,Wheat,Local,747,1952,2376,2175,30-09-2025
Punjab,Bathinda,Bathinda,Maize,Local,245,2070,2450,2216,30-09-2025
Punjab,Bathinda,Bathinda,Cotton,Local,118,6151,7327,6942,30-09-2025
Punjab,Amritsar,Amritsar,Wheat,Local,311,2100,2361,2236,30-09-2025
Haryana,Rohtak,Rohtak,Rice,Local,164,2042,2376,2243,30-09-2025
Haryana,Hisar,Hisar,Wheat,Local,1314,2036,2354,2167,30-09-2025
Haryana,Hisar,Hisar,Cotton,Local,71,6164,7417,6686,30-09-2025
Madhya Pradesh,Indore,Indore,Soybean,Local,1433,4203,4919,4552,30-09-2025
Madhya Pradesh,Indore,Indore,Chickpea,Local,260,4757,5623,5268,30-09-2025
Madhya Pradesh,Bhopal,Bhopal,Wheat,Local,446,1907,2416,2155,30-09-2025
Gujarat,Ahmedabad,Ahmedabad,Maize,Local,547,1922,2251,2065,30-09-2025
Gujarat,Surat,Surat,Cotton,Local,942,6065,7394,6859,30-09-2025
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,1158,5935,6858,6362,30-09-2025
Rajasthan,Kota,Kota,Wheat,Local,1110,1962,2478,2179,30-09-2025
Rajasthan,Jaipur,Jaipur,Chickpea,Local,1195,4815,5795,5409,30-09-2025
Rajasthan,Jaipur,Jaipur,Soybean,Local,462,3963,4737,4435,30-09-2025
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,728,1983,2307,2090,30-09-2025
Andhra Pradesh,Kurnool,Kurnool,Rice,Local,723,1961,2337,2170,30-09-2025
Andhra Pradesh,Kurnool,Kurnool,Turmeric,Local,1065,8577,10314,9112,30-09-2025
Karnataka,Hubli,Hubli,Tomato,Local,1034,1957,2292,2144,30-09-2025
Karnataka,Bangalore,Bangalore,Chickpea,Local,819,5215,6249,5566,30-09-2025
Karnataka,Bangalore,Bangalore,Rice,Local,70,2028,2271,2162,30-09-2025
Tamil Nadu,Chennai,Chennai,Maize,Local,787,1784,2168,1959,30-09-2025
Tamil Nadu,Coimbatore,Coimbatore,Rice,Local,498,1962,2361,2195,30-09-2025
Tamil Nadu,Chennai,Chennai,Onion,Local,415,1492,1816,1651,30-09-2025
West Bengal,Kolkata,Kolkata,Rice,Local,1437,2009,2239,2129,30-09-2025
West Bengal,Hooghly,Hooghly,Potato,Local,480,939,1064,1004,30-09-2025
Bihar,Gaya,Gaya,Rice,Local,1129,1838,2162,2029,30-09-2025
Bihar,Patna,Patna,Wheat,Local,317,1889,2271,2136,30-09-2025
Maharashtra,Amravati,Amravati,Potato,Local,144,1007,1225,1106,14-10-2025
Maharashtra,Nagpur,Nagpur,Jowar,Local,354,2942,3617,3294,14-10-2025
Maharashtra,Amravati,Amravati,Chickpea,Local,308,5033,5857,5447,14-10-2025
Uttar Pradesh,Agra,Agra,Onion,Local,1309,1662,1993,1778,14-10-2025
Uttar Pradesh,Kanpur,Kanpur,Sugarcane,Local,1092,2698,3359,2974,14-10-2025
Uttar Pradesh,Meerut,Meerut,Wheat,Local,815,1991,2354,2182,14-10-2025
Punjab,Amritsar,Amritsar,Cotton,Local,1245,6402,7700,6953,14-10-2025
Punjab,Bathinda,Bathinda,Maize,Local,530,2011,2326,2133,14-10-2025
Punjab,Patiala,Patiala,Rice,Local,371,2016,2402,2216,14-10-2025
Haryana,Karnal,Karnal,Maize,Local,770,1860,2289,2100,14-10-2025
Haryana,Hisar,Hisar,Rice,Local,922,2062,2499,2260,14-10-2025
Haryana,Hisar,Hisar,Wheat,Local,699,2100,2594,2311,14-10-2025
Madhya Pradesh,Gwalior,Gwalior,Soybean,Local,218,4032,4742,4487,14-10-2025
Madhya Pradesh,Bhopal,Bhopal,Wheat,Local,616,2075,2509,2265,14-10-2025
Madhya Pradesh,Gwalior,Gwalior,Chickpea,Local,460,4575,5445,5169,14-10-2025
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,612,5775,6850,6163,14-10-2025
Gujarat,Rajkot,Rajkot,Cotton,Local,1162,6533,7840,6878,14-10-2025
Gujarat,Rajkot,Rajkot,Maize,Local,877,1836,2291,2038,14-10-2025
Rajasthan,Jodhpur,Jodhpur,Bajra,Local,479,2236,2783,2496,14-10-2025
Rajasthan,Kota,Kota,Wheat,Local,1009,2008,2397,2180,14-10-2025
Rajasthan,Jodhpur,Jodhpur,Chickpea,Local,434,4999,5850,5531,14-10-2025
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,334,9070,10161,9652,14-10-2025
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,1073,1950,2415,2163,14-10-2025
Andhra Pradesh,Guntur,Guntur,Rice,Local,1454,2023,2434,2238,14-10-2025
Karnataka,Hubli,Hubli,Chickpea,Local,726,4882,5880,5534,14-10-2025
Karnataka,Mysore,Mysore,Maize,Local,850,1976,2367,2143,14-10-2025
Karnataka,Mysore,Mysore,Tomato,Local,435,1968,2382,2169,14-10-2025
Tamil Nadu,Madurai,Madurai,Rice,Local,1432,1947,2301,2160,14-10-2025
Tamil Nadu,Chennai,Chennai,Maize,Local,104,1880,2214,2005,14-10-2025
Tamil Nadu,Chennai,Chennai,Onion,Local,471,1625,1868,1722,14-10-2025
West Bengal,Hooghly,Hooghly,Potato,Local,719,953,1106,1052,14-10-2025
West Bengal,Hooghly,Hooghly,Rice,Local,906,1970,2203,2075,14-10-2025
Bihar,Gaya,Gaya,Wheat,Local,471,2083,2352,2215,14-10-2025
Bihar,Gaya,Gaya,Rice,Local,1286,1915,2251,2060,14-10-2025
Maharashtra,Amravati,Amravati,Sugarcane,Local,181,2806,3387,3187,13-11-2025
Maharashtra,Aurangabad,Aurangabad,Potato,Local,1215,1073,1258,1146,13-11-2025
Maharashtra,Solapur,Solapur,Tomato,Local,639,2162,2622,2349,13-11-2025
Uttar Pradesh,Varanasi,Varanasi,Sugarcane,Local,408,2966,3441,3171,13-11-2025
Uttar Pradesh,Varanasi,Varanasi,Potato,Local,987,1016,1202,1077,13-11-2025
Uttar Pradesh,Agra,Agra,Onion,Local,855,1691,2086,1894,13-11-2025
Punjab,Ludhiana,Ludhiana,Rice,Local,186,2166,2620,2360,13-11-2025
Punjab,Patiala,Patiala,Wheat,Local,298,2240,2757,2465,13-11-2025
Punjab,Bathinda,Bathinda,Cotton,Local,717,6094,7684,6867,13-11-2025
Haryana,Rohtak,Rohtak,Rice,Local,1358,1956,2331,2215,13-11-2025
Haryana,Karnal,Karnal,Wheat,Local,867,2187,2591,2397,13-11-2025
Haryana,Hisar,Hisar,Cotton,Local,329,6149,7402,6981,13-11-2025
Madhya Pradesh,Bhopal,Bhopal,Chickpea,Local,946,4811,6024,5431,13-11-2025
Madhya Pradesh,Indore,Indore,Soybean,Local,86,4126,4883,4587,13-11-2025
Madhya Pradesh,Indore,Indore,Wheat,Local,394,1947,2447,2191,13-11-2025
Gujarat,Surat,Surat,Maize,Local,120,1903,2249,2103,13-11-2025
Gujarat,Surat,Surat,Groundnut,Local,1350,5834,6752,6404,13-11-2025
Gujarat,Surat,Surat,Cotton,Local,849,6492,7893,6980,13-11-2025
Rajasthan,Jaipur,Jaipur,Soybean,Local,463,4136,5075,4682,13-11-2025
Rajasthan,Jaipur,Jaipur,Wheat,Local,913,2017,2380,2249,13-11-2025
Rajasthan,Jaipur,Jaipur,Bajra,Local,1420,2323,2744,2571,13-11-2025
Andhra Pradesh,Guntur,Guntur,Rice,Local,719,1979,2456,2241,13-11-2025
Andhra Pradesh,Guntur,Guntur,Turmeric,Local,1159,8969,10730,10041,13-11-2025
Andhra Pradesh,Guntur,Guntur,Maize,Local,780,1970,2371,2217,13-11-2025
Karnataka,Bangalore,Bangalore,Maize,Local,500,1929,2341,2190,13-11-2025
Karnataka,Bangalore,Bangalore,Tomato,Local,139,2125,2614,2363,13-11-2025
Karnataka,Bangalore,Bangalore,Rice,Local,1073,2083,2565,2292,13-11-2025
Tamil Nadu,Coimbatore,Coimbatore,Onion,Local,1476,1770,2186,1920,13-11-2025
Tamil Nadu,Chennai,Chennai,Rice,Local,730,2074,2434,2188,13-11-2025
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,1414,1999,2289,2122,13-11-2025
West Bengal,Burdwan,Burdwan,Rice,Local,1096,1918,2216,2032,13-11-2025
West Bengal,Kolkata,Kolkata,Potato,Local,77,1015,1235,1109,13-11-2025
Bihar,Patna,Patna,Wheat,Local,1319,2000,2401,2147,13-11-2025
Bihar,Gaya,Gaya,Rice,Local,360,1829,2173,2018,13-11-2025
Maharashtra,Amravati,Amravati,Wheat,Local,1368,2155,2565,2386,27-11-2025
Maharashtra,Amravati,Amravati,Sugarcane,Local,1377,3036,3770,3313,27-11-2025
Maharashtra,Nagpur,Nagpur,Tomato,Local,728,2042,2608,2316,27-11-2025
Uttar Pradesh,Lucknow,Lucknow,Rice,Local,1457,1945,2346,2060,27-11-2025
Uttar Pradesh,Agra,Agra,Onion,Local,955,1676,1995,1849,27-11-2025
Uttar Pradesh,Lucknow,Lucknow,Potato,Local,156,970,1205,1061,27-11-2025
Punjab,Ludhiana,Ludhiana,Rice,Local,468,2048,2501,2230,27-11-2025
Punjab,Ludhiana,Ludhiana,Wheat,Local,386,2173,2608,2388,27-11-2025
Punjab,Bathinda,Bathinda,Maize,Local,634,1947,2340,2182,27-11-2025
Haryana,Hisar,Hisar,Cotton,Local,393,6450,7387,6803,27-11-2025
Haryana,Hisar,Hisar,Rice,Local,369,2066,2519,2257,27-11-2025
Haryana,Rohtak,Rohtak,Maize,Local,664,1924,2391,2122,27-11-2025
Madhya Pradesh,Ujjain,Ujjain,Chickpea,Local,818,4874,5827,5342,27-11-2025
Madhya Pradesh,Bhopal,Bhopal,Wheat,Local,366,1932,2372,2172,27-11-2025
Madhya Pradesh,Ujjain,Ujjain,Soybean,Local,816,4152,4927,4416,27-11-2025
Gujarat,Surat,Surat,Cotton,Local,1362,6490,7836,7162,27-11-2025
Gujarat,Rajkot,Rajkot,Maize,Local,304,1968,2380,2089,27-11-2025
Gujarat,Surat,Surat,Groundnut,Local,572,5890,7392,6608,27-11-2025
Rajasthan,Jodhpur,Jodhpur,Soybean,Local,839,4253,4954,4695,27-11-2025
Rajasthan,Kota,Kota,Chickpea,Local,790,5029,5905,5607,27-11-2025
Rajasthan,Jodhpur,Jodhpur,Wheat,Local,352,2037,2564,2310,27-11-2025
Andhra Pradesh,Kurnool,Kurnool,Turmeric,Local,380,9032,11124,9795,27-11-2025
Andhra Pradesh,Guntur,Guntur,Maize,Local,837,1840,2313,2076,27-11-2025
Andhra Pradesh,Guntur,Guntur,Rice,Local,436,2122,2366,2238,27-11-2025
Karnataka,Hubli,Hubli,Maize,Local,833,2010,2412,2197,27-11-2025
Karnataka,Bangalore,Bangalore,Rice,Local,232,1990,2472,2190,27-11-2025
Karnataka,Mysore,Mysore,Chickpea,Local,342,5303,6136,5676,27-11-2025
Tamil Nadu,Chennai,Chennai,Onion,Local,1057,1657,2005,1882,27-11-2025
Tamil Nadu,Madurai,Madurai,Rice,Local,903,1951,2271,2088,27-11-2025
Tamil Nadu,Madurai,Madurai,Maize,Local,431,1879,2200,2064,27-11-2025
West Bengal,Kolkata,Kolkata,Rice,Local,1211,1932,2237,2111,27-11-2025
West Bengal,Hooghly,Hooghly,Potato,Local,442,937,1130,1060,27-11-2025
Bihar,Patna,Patna,Rice,Local,390,1952,2384,2113,27-11-2025
Bihar,Patna,Patna,Wheat,Local,750,1943,2305,2144,27-11-2025
Maharashtra,Solapur,Solapur,Sugarcane,Local,64,2948,3507,3323,27-12-2025
Maharashtra,Amravati,Amravati,Tomato,Local,1119,2294,2559,2417,27-12-2025
Maharashtra,Aurangabad,Aurangabad,Potato,Local,594,1034,1277,1121,27-12-2025
Uttar Pradesh,Lucknow,Lucknow,Sugarcane,Local,695,2808,3502,3099,27-12-2025
Uttar Pradesh,Kanpur,Kanpur,Potato,Local,167,1065,1246,1149,27-12-2025
Uttar Pradesh,Varanasi,Varanasi,Onion,Local,1480,1819,2040,1942,27-12-2025
Punjab,Patiala,Patiala,Rice,Local,559,2163,2675,2404,27-12-2025
Punjab,Bathinda,Bathinda,Wheat,Local,1104,2250,2735,2424,27-12-2025
Punjab,Amritsar,Amritsar,Maize,Local,709,2005,2523,2278,27-12-2025
Haryana,Karnal,Karnal,Maize,Local,1304,2026,2472,2260,27-12-2025
Haryana,Rohtak,Rohtak,Wheat,Local,1025,2252,2702,2381,27-12-2025
Haryana,Rohtak,Rohtak,Cotton,Local,651,6897,8160,7311,27-12-2025
Madhya Pradesh,Ujjain,Ujjain,Wheat,Local,1428,2082,2397,2225,27-12-2025
Madhya Pradesh,Bhopal,Bhopal,Chickpea,Local,1407,4927,5734,5407,27-12-2025
Madhya Pradesh,Indore,Indore,Soybean,Local,1483,4056,5162,4548,27-12-2025
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,624,5930,7099,6275,27-12-2025
Gujarat,Ahmedabad,Ahmedabad,Cotton,Local,1423,6572,8054,7092,27-12-2025
Gujarat,Ahmedabad,Ahmedabad,Maize,Local,1057,2091,2451,2214,27-12-2025
Rajasthan,Kota,Kota,Soybean,Local,831,4301,5289,4745,27-12-2025
Rajasthan,Jaipur,Jaipur,Bajra,Local,527,2345,2875,2551,27-12-2025
Rajasthan,Kota,Kota,Chickpea,Local,746,4955,5833,5503,27-12-2025
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,828,9106,11045,10244,27-12-2025
Andhra Pradesh,Guntur,Guntur,Rice,Local,438,2063,2524,2288,27-12-2025
Andhra Pradesh,Kurnool,Kurnool,Maize,Local,1441,2027,2432,2246,27-12-2025
Karnataka,Bangalore,Bangalore,Maize,Local,657,1972,2264,2099,27-12-2025
Karnataka,Hubli,Hubli,Tomato,Local,348,2169,2626,2378,27-12-2025
Karnataka,Mysore,Mysore,Rice,Local,1276,2151,2558,2298,27-12-2025
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,491,2049,2409,2204,27-12-2025
Tamil Nadu,Chennai,Chennai,Rice,Local,732,2051,2284,2164,27-12-2025
Tamil Nadu,Madurai,Madurai,Onion,Local,510,1749,2182,1955,27-12-2025
West Bengal,Kolkata,Kolkata,Rice,Local,1400,2064,2388,2217,27-12-2025
West Bengal,Hooghly,Hooghly,Potato,Local,1438,1048,1233,1141,27-12-2025
Bihar,Patna,Patna,Rice,Local,1476,1939,2275,2115,27-12-2025
Bihar,Patna,Patna,Wheat,Local,712,2075,2392,2259,27-12-2025
Maharashtra,Nashik,Lasalgaon,Tomato,Local,479,2204,2727,2412,03-01-2026
Maharashtra,Solapur,Solapur,Soybean,Local,791,4467,5541,4998,03-01-2026
Maharashtra,Aurangabad,Aurangabad,Potato,Local,352,1075,1358,1212,03-01-2026
Uttar Pradesh,Agra,Agra,Sugarcane,Local,157,2860,3216,3016,03-01-2026
Uttar Pradesh,Varanasi,Varanasi,Rice,Local,354,2073,2472,2240,03-01-2026
Uttar Pradesh,Meerut,Meerut,Wheat,Local,669,1994,2437,2245,03-01-2026
Punjab,Bathinda,Bathinda,Rice,Local,233,2244,2625,2364,03-01-2026
Punjab,Bathinda,Bathinda,Maize,Local,1387,2164,2513,2338,03-01-2026
Punjab,Ludhiana,Ludhiana,Cotton,Local,1051,6309,7509,7101,03-01-2026
Haryana,Hisar,Hisar,Wheat,Local,420,2227,2679,2389,03-01-2026
Haryana,Karnal,Karnal,Maize,Local,1220,2079,2447,2247,03-01-2026
Haryana,Karnal,Karnal,Cotton,Local,1150,6085,7787,6880,03-01-2026
Madhya Pradesh,Indore,Indore,Soybean,Local,1050,4321,5289,4709,03-01-2026
Madhya Pradesh,Indore,Indore,Wheat,Local,1384,2136,2584,2319,03-01-2026
Madhya Pradesh,Bhopal,Bhopal,Chickpea,Local,290,5118,6347,5722,03-01-2026
Gujarat,Surat,Surat,Maize,Local,313,2073,2350,2215,03-01-2026
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,121,5613,6932,6298,03-01-2026
Gujarat,Ahmedabad,Ahmedabad,Cotton,Local,1164,6626,7837,7238,03-01-2026
Rajasthan,Kota,Kota,Chickpea,Local,650,4903,6301,5551,03-01-2026
Rajasthan,Kota,Kota,Soybean,Local,690,4226,5196,4749,03-01-2026
Rajasthan,Jaipur,Jaipur,Bajra,Local,1095,2474,2877,2605,03-01-2026
Andhra Pradesh,Kurnool,Kurnool,Turmeric,Local,490,8906,10739,9971,03-01-2026
Andhra Pradesh,Vijayawada,Vijayawada,Rice,Local,313,2007,2427,2242,03-01-2026
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,831,1952,2366,2205,03-01-2026
Karnataka,Bangalore,Bangalore,Maize,Local,1472,1914,2320,2132,03-01-2026
Karnataka,Hubli,Hubli,Rice,Local,1346,1993,2513,2252,03-01-2026
Karnataka,Hubli,Hubli,Chickpea,Local,1376,5438,6436,5847,03-01-2026
Tamil Nadu,Chennai,Chennai,Onion,Local,826,1795,2231,1990,03-01-2026
Tamil Nadu,Chennai,Chennai,Rice,Local,1138,2028,2428,2260,03-01-2026
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,232,1973,2345,2172,03-01-2026
West Bengal,Hooghly,Hooghly,Potato,Local,250,1008,1157,1077,03-01-2026
West Bengal,Kolkata,Kolkata,Rice,Local,302,1985,2518,2217,03-01-2026
Bihar,Gaya,Gaya,Rice,Local,627,1849,2251,2044,03-01-2026
Bihar,Patna,Patna,Wheat,Local,847,2134,2412,2264,03-01-2026
Maharashtra,Solapur,Solapur,Potato,Local,1101,1045,1236,1176,10-01-2026
Maharashtra,Pune,Pune,Turmeric,Local,597,8979,10951,10102,10-01-2026
